,Unnamed: 0,question_id,question,answer,section,number,company_name,company_id,version
106,106,107,How are Critical outages handled?,The on-call individual is the first response and has most of the training/access to handle critial outages. Most critial outages simply require a reboot. All on-call individuals have the personal contact information of the rest of the team and includes them as needed.,Customer Support/Customer Success,107,A SaaS Co.,1,R03.3
107,107,108,Are security considerations included in the Customer Support process?,We strive to follow change management and access control policies.,Customer Support/Customer Success,108,A SaaS Co.,1,R03.3
108,108,109,Are procedures in place for handling Data Security/Privacy Breach?,"Not exactly sure what this is asking. We have procedures for handling data security although I feel that some data transmission has room for improvement. As far as a breach, we have an incident response plan which addresses the process in the event of a breach.",Customer Support/Customer Success,109,A SaaS Co.,1,R03.3
109,109,110,Are Business Continuity Plans in place?,"To some extent, but there is definitely room for improvement. Backups and hot spares of many critical pieces of infastructure are in place, and there is some colocation availability. Ultimately this is one of the major drivers for a push to cloud.",Customer Support/Customer Success,110,A SaaS Co.,1,R03.3
110,110,111,Provide Key Measures for availability and stability for all products and infrastructure.,"We lacking much of what I wish we had here, but we have the majority of impact addressed. Currently we measure availability and stability using uptime pings, response times, and application and server health metrics (CPU, memory, storage). We dont measure error rates or user satisfaction.",Customer Support/Customer Success,111,A SaaS Co.,1,R03.3
111,111,112,How is End User Documentation managed?,Currently we have a mix of internally hosted documentation that is manually shared as well as public confluence documentation.,Customer Support/Customer Success,112,A SaaS Co.,1,R03.3
112,112,113,How are critical maintenance items incorporated into the Product Roadmap/Release schedule?,"As they are identified, they are scheduled in based on the impact, criticality, and potential change dates. Minor items are worked into the cycles. Major items are given their own time slots/sprints.
Copyright © 2022 by KMS Technology, Inc.",Customer Support/Customer Success,113,A SaaS Co.,1,R03.3
113,113,114,"Describe your Product Management Organization. [Please provide any associated documentation, i.e., Organization Chart, Roles, Responsibilities & Experience.]","Ellis and E2L do not have a formal Product Management Organziation.  Ellis and E2L business leaders drive product developments and roadmap from a business standpoint communicating those priorities, scope and requirements to Intellitree (IT) who then creates a development plan.  High priority and larger project progress are discussed on a periodic interval (each week) but communication is on-going throughout the development.  The primary communication method and tracking is through github and email.  There is not a separate project management team or person.",Product and Organization Overview,1,Ellis Partners Management Solutions,2,R03.3
114,114,155,bekmlljkmxmioylivunzzgdssjmztikgqsggqfeflffkuxtjqbzkyblndhuwyttnvjorormrfwqrjrmadictupqftfvdbkxoohjomnrdzqsuvxyxunmnntyfbxbfzzwehymtyejgrdbqdujspgdo,smnklwccxihapsivqujhcywrszjweoctwidbliidjarpljktsydkxlovudhhrfjrhrnyunwfikdvrtqhlbgcwayrbwdmlexyvxzuwqtpqzdqwmlkselcmhuwwxylxzsuyyncwkjecinilbmkzreimizqkvqtsinoeqaljvzdslhohsbiimjapnblozoaxcurslhknibzcthuorrjnikvqrpgutldourpbbdwgzdnjqnipgcytwnpbxrmsfiuiwimhqdgvxxztincuelbloyhcqdchekcmqzgerxpexh,Architecture and Hosting,17,test,3,R03.3
115,115,406,zlkazgjpppfpmzopanodihxqalcxrtgkgephnhbvowwzwcacdxggvfjh,qpdxuznsqkhqmatmeaibbgrxknvvzxodvxzbjadzvfqzdfitpuhgxtkpppxznytkdvbqwqmjrizrxtkpmlwmowpodsyzbdnrslohdlkttwqpnyzb,Development Practices and Tooling,42,third,117,R03.3
116,116,115,"Describe your Requirements Management Process. [Include all phases, ideation through selection, prioritization, and execution.]","We do not have a formal process.  The sequence of events are typically as follows:
Business Leaders identify requirements/needs that they believe will enhance the business.
The requirements are identified and the business leader who is the internal champion, contacts IT for a quote (time, resources, and material) and to review requirements and feasibility of the project.
A quote is provided where the senior leadership, typically the CEO and CSO (depending on the scope of the project) will review, discuss and approve the scope of the project.
Business leaders enter approved projects into issue tracker, and group highest priorities into the next release target.
Developers complete the changes for the next release in version control, and deploy to production as a new version.",Product and Organization Overview,2,Ellis Partners Management Solutions,2,R03.3
